num1,num2,lift,joint_prob,both_count,expected_prob
5,20,1.004493170381021,0.028985507246376812,18,0.02885585298243703
7,16,1.002421307506053,0.0322061191626409,20,0.03212832660427704
10,12,1.002061855670103,0.028985507246376812,18,0.028925866284964512
2,9,1.0019801980198018,0.03542673107890499,22,0.035356717776377514
16,30,1.0008791208791208,0.03542673107890499,22,0.035395614055559445
3,8,1.000659195781147,0.03542673107890499,22,0.03540339331139583
3,19,0.9990347490347491,0.0322061191626409,20,0.032237236185986444
12,24,0.9984867114347867,0.027375201288244767,17,0.027416690652705494
9,14,0.9966666666666667,0.04186795491143317,26,0.04200798151648813
2,16,0.9954738330975955,0.027375201288244767,17,0.027499669381626953
12,28,0.993423391397085,0.028985507246376812,18,0.02917739555700768
9,28,0.9913793103448276,0.040257648953301126,25,0.040607715465938526
10,24,0.9908256880733944,0.0322061191626409,20,0.03250432396970239
3,30,0.9898128898128897,0.037037037037037035,23,0.03741822057301999
13,18,0.9893382352941177,0.04186795491143317,26,0.0423191517499436
24,35,0.988778527560846,0.033816425120772944,21,0.03420020174203469
22,37,0.98838134649053,0.0322061191626409,20,0.03258470961334505
22,32,0.985193019566367,0.03864734299516908,24,0.03922819409761929
12,25,0.9849325931800159,0.02576489533011272,16,0.026159044292489646
7,8,0.9840843323687473,0.037037037037037035,23,0.037636039736438816
18,35,0.983677685950413,0.037037037037037035,23,0.03765159824811159
15,29,0.982767715843151,0.043478260869565216,27,0.044240627941531115
20,30,0.9821710999281091,0.03542673107890499,22,0.036069816228046295
21,28,0.9814655172413793,0.03542673107890499,22,0.036095747080834246
9,13,0.9808823529411764,0.04669887278582931,29,0.04760904571868655
9,15,0.9787234042553191,0.04830917874396135,30,0.049359378281873555
13,19,0.9784663865546218,0.03864734299516908,24,0.03949787496661403
3,37,0.9776961427446866,0.028985507246376812,18,0.029646743992469676
6,23,0.9775862068965518,0.033816425120772944,21,0.034591757619132815
6,28,0.9775862068965518,0.033816425120772944,21,0.034591757619132815
10,23,0.9775862068965518,0.033816425120772944,21,0.034591757619132815
16,35,0.9775678866587957,0.0322061191626409,20,0.03294514846709764
11,36,0.977183320220299,0.03864734299516908,24,0.03954973667218994
7,34,0.9761481683980315,0.037037037037037035,23,0.03794202379933669
17,27,0.9761481683980315,0.037037037037037035,23,0.03794202379933669
18,22,0.9756147540983605,0.037037037037037035,23,0.03796276848156706
7,9,0.9745762711864405,0.040257648953301126,25,0.041307848491213335
5,15,0.9740180032733223,0.037037037037037035,23,0.03802500252825815
6,22,0.9737704918032787,0.03542673107890499,22,0.03638098646150176
28,29,0.9733542319749217,0.03542673107890499,22,0.03639654497317453
11,37,0.972439711869715,0.0322061191626409,20,0.033118885180776936
27,30,0.9715775749674054,0.03864734299516908,24,0.03977792817672395
5,36,0.9709193245778612,0.0322061191626409,20,0.033170746886352846
8,30,0.9709193245778611,0.040257648953301126,25,0.041463433607941066
7,33,0.9707915089682408,0.030595813204508857,19,0.031516358478481284
17,32,0.9693028095733611,0.03864734299516908,24,0.03987127924676059
19,33,0.9689667128987518,0.028985507246376812,18,0.02991383177618562
24,32,0.9648564664101805,0.033816425120772944,21,0.03504814062820084
25,30,0.9645710059171596,0.033816425120772944,21,0.03505851296931602
9,16,0.9638095238095237,0.03542673107890499,22,0.03675698382692712
13,24,0.9635051268213707,0.037037037037037035,23,0.03843989617286544
1,4,0.9604893138357705,0.03542673107890499,22,0.0368840450055881
6,9,0.96,0.03864734299516908,24,0.040257648953301126
11,14,0.9598790322580644,0.037037037037037035,23,0.03858510894847799
14,34,0.9598790322580644,0.037037037037037035,23,0.03858510894847799
26,29,0.9596855472686957,0.037037037037037035,23,0.03859288820431438
29,31,0.9596855472686957,0.037037037037037035,23,0.03859288820431438
5,19,0.9596497252747254,0.028985507246376812,18,0.030204257327410725
9,18,0.9583333333333334,0.040257648953301126,25,0.04200798151648813
6,11,0.9580645161290322,0.03542673107890499,22,0.03697739607562474
8,28,0.9575273338940286,0.03542673107890499,22,0.036998140757855104
4,31,0.9541002496639139,0.03864734299516908,24,0.0405065851400655
4,36,0.9541002496639139,0.03864734299516908,24,0.0405065851400655
3,9,0.9531531531531531,0.037037037037037035,23,0.03885738290275152
12,35,0.952372838033569,0.028985507246376812,18,0.030435041917223533
17,29,0.9519461476939483,0.037037037037037035,23,0.03890665152304864
22,26,0.9518192722910834,0.037037037037037035,23,0.03891183769360623
22,31,0.9518192722910834,0.037037037037037035,23,0.03891183769360623
20,28,0.9506123106670965,0.030595813204508857,19,0.032185374480410534
16,19,0.9505102040816327,0.028985507246376812,18,0.03049468287863583
17,28,0.949805339265851,0.03542673107890499,22,0.03729893865019539
2,8,0.9497705868147791,0.030595813204508857,19,0.032213898418477285
2,26,0.9497705868147791,0.030595813204508857,19,0.032213898418477285
21,24,0.9495412844036697,0.0322061191626409,20,0.03391755544664597
18,21,0.9487499999999999,0.03542673107890499,22,0.03734042801465612
3,7,0.9482363719651854,0.0322061191626409,20,0.033964230981664296
19,36,0.9466463414634145,0.033816425120772944,21,0.03572234280068769
4,32,0.9464058928117857,0.03864734299516908,24,0.040835906970472534
4,34,0.9464058928117857,0.03864734299516908,24,0.040835906970472534
15,35,0.9463689115526639,0.04186795491143317,26,0.044240627941531115
18,25,0.9454326923076922,0.030595813204508857,19,0.03236170427936864
1,9,0.9446428571428571,0.037037037037037035,23,0.03920744941538892
22,34,0.9441433104177683,0.037037037037037035,23,0.03922819409761929
20,31,0.943697287440164,0.0322061191626409,20,0.034127595354228414
6,33,0.9436893203883497,0.028985507246376812,18,0.030715095127333447
4,24,0.9420645813768691,0.033816425120772944,21,0.03589607951436699
