number,feature,corr,p_value,abs_corr,p_adj
22,humidity_diff,-0.003439114025826036,0.931840154232989,0.003439114025826036,0.9789849902354545
23,moon_age,0.010723994485303557,0.7896925984580361,0.010723994485303557,0.9789849902354545
23,moon_sin,0.006222002151577638,0.8770258192541034,0.006222002151577638,0.9789849902354545
23,moon_cos,0.013277318645071257,0.7412359923761165,0.013277318645071257,0.9789849902354545
24,temp,-0.0045760837396981655,0.9093913742820289,0.0045760837396981655,0.9789849902354545
24,pressure_diff,0.016839978034103077,0.6753372349183367,0.016839978034103077,0.9789849902354545
24,humidity,0.015324977422351227,0.7030923730230648,0.015324977422351227,0.9789849902354545
24,humidity_diff,0.013167433278808446,0.743301961445863,0.013167433278808446,0.9789849902354545
24,moon_cos,-0.011388313610711565,0.7769984468627277,0.011388313610711565,0.9789849902354545
25,pressure,-0.023394319433090015,0.5606417802605905,0.023394319433090015,0.9789849902354545
25,pressure_diff,-0.006699330184522911,0.8676753806447883,0.006699330184522911,0.9789849902354545
23,humidity,-0.011769659132335013,0.7697380080356978,0.011769659132335013,0.9789849902354545
20,temp_diff,-0.00537198235529752,0.8937185980996047,0.00537198235529752,0.9789849902354545
20,pressure_diff,0.02516589760300911,0.5313368710551528,0.02516589760300911,0.9789849902354545
19,moon_sin,0.01888442591026706,0.6385756428741929,0.01888442591026706,0.9789849902354545
14,pressure_diff,0.014862752573584432,0.7116417372092653,0.014862752573584432,0.9789849902354545
14,humidity,0.02813420204930936,0.48403554145071276,0.02813420204930936,0.9789849902354545
14,humidity_diff,-0.015197743574518773,0.7054420260101274,0.015197743574518773,0.9789849902354545
14,moon_age,0.003780795723789105,0.9250873462370888,0.003780795723789105,0.9789849902354545
15,humidity_diff,0.009635747591638539,0.8106067388443927,0.009635747591638539,0.9789849902354545
15,moon_age,-0.007473470116999149,0.8525504035366693,0.007473470116999149,0.9789849902354545
16,temp,-0.007307637493338246,0.855786052823082,0.007307637493338246,0.9789849902354545
16,temp_diff,0.017578751444141553,0.6619580207021898,0.017578751444141553,0.9789849902354545
16,moon_sin,0.004804751445456168,0.9048845912389365,0.004804751445456168,0.9789849902354545
17,temp,-0.006000326898032843,0.8813741534306958,0.006000326898032843,0.9789849902354545
19,moon_cos,-0.00903299080492027,0.822249983447346,0.00903299080492027,0.9789849902354545
17,pressure_diff,-0.026930887747510485,0.502931968583718,0.026930887747510485,0.9789849902354545
